shirt,06/20/24,1
hat,06/20/24,3
jacket,06/20/24,5
skirt,06/20/24,5
sweater,06/20/24,1
jeans,06/20/24,5
dress,06/20/24,1
boots,06/20/24,2
bag,06/20/24,1
